,filename,snr,time,mean_clean,mean_noise
545,p257_156,15.88140726,2.3245,0.001874918,4.84E-05
611,p257_222,5.818004012,2.321,0.003233254,0.000846914
263,p232_279,0.853862464,2.317125,0.004982511,0.004093191
212,p232_226,16.10837936,2.3133125,0.004393892,0.000107649
822,p257_433,10.29682159,2.311,0.004055486,0.000378757
321,p232_338,11.11792088,2.3106875,0.005423852,0.000419291
722,p257_333,11.10105395,2.310625,0.0014095,0.000109386
780,p257_391,1.445372701,2.307375,0.002471855,0.00177209
665,p257_276,13.51484179,2.306875,0.002787102,0.000124071
589,p257_200,15.65119624,2.3065,0.003781526,0.000102931
691,p257_302,5.622380972,2.3049375,0.0013605,0.000372787
808,p257_419,1.058999375,2.3035625,0.003163005,0.002478563
815,p257_426,1.18851319,2.298125,0.004908953,0.003733684
314,p232_331,5.876563191,2.290625,0.007939967,0.002051929
571,p257_182,5.98952055,2.2905,0.004669687,0.001175806
26,p232_031,5.531561971,2.2903125,0.004070867,0.001139018
275,p232_291,0.568248183,2.286125,0.003642085,0.0031954
758,p257_369,10.37773848,2.2845625,0.00227888,0.000208904
202,p232_215,5.638464093,2.282375,0.003764807,0.001027771
137,p232_144,11.09639406,2.280125,0.006045786,0.000469692
614,p257_225,11.48082376,2.2778125,0.002962538,0.00021066
555,p257_166,5.220902562,2.275875,0.004168245,0.001252746
765,p257_376,16.73036456,2.27,0.00398713,8.46E-05
390,p232_413,10.9724462,2.269375,0.004467808,0.000357149
607,p257_218,6.023668647,2.268375,0.003079043,0.000769217
58,p232_063,5.442641377,2.26375,0.002851237,0.000814271
73,p232_078,11.04563951,2.260625,0.003774463,0.000296682
484,p257_094,-0.611290038,2.26,0.003184595,0.003665922
624,p257_235,0.945723802,2.253125,0.002828107,0.002274696
270,p232_286,6.005310416,2.2515,0.005278886,0.001324376
594,p257_205,10.33552885,2.25,0.002785598,0.000257849
574,p257_185,10.87283254,2.2473125,0.004451778,0.000364125
552,p257_163,0.992836133,2.2461875,0.005090785,0.00405043
367,p232_386,1.114325225,2.2435,0.006282443,0.004860669
379,p232_399,1.078246385,2.2413125,0.010829594,0.008448654
579,p257_190,6.43866837,2.2360625,0.003039789,0.000690203
52,p232_057,16.07534409,2.23575,0.003036296,7.50E-05
507,p257_117,6.442067027,2.235375,0.004127061,0.000936341
578,p257_189,10.72819829,2.234625,0.002569173,0.000217257
84,p232_089,16.22038245,2.2335,0.005739524,0.000137037
498,p257_108,10.70758343,2.2325625,0.001537143,0.000130604
184,p232_196,15.17133951,2.23,0.00380434,0.00011565
473,p257_083,16.04312062,2.2256875,0.006679263,0.000166118
347,p232_365,0.893844366,2.2230625,0.008630544,0.00702512
735,p257_346,6.084173322,2.2230625,0.002691621,0.000663127
769,p257_380,16.251719,2.2214375,0.005773443,0.000136856
88,p232_093,16.09380364,2.22125,0.005106952,0.00012554
505,p257_115,16.13728881,2.22075,0.002298788,5.59E-05
166,p232_177,5.3060323,2.220125,0.005476464,0.001613976
393,p257_001,16.19323254,2.2195625,0.004533499,0.000108921
513,p257_123,15.69676995,2.2165625,0.003440286,9.27E-05
759,p257_370,6.135648489,2.2164375,0.003484042,0.00084824
339,p232_357,1.063148007,2.2158125,0.006703505,0.005247919
774,p257_385,11.53293252,2.21475,0.001947005,0.000136796
313,p232_330,10.34978271,2.2131875,0.006324347,0.000583495
525,p257_136,16.03140473,2.2118125,0.002875573,7.17E-05
821,p257_432,9.935293198,2.21,0.003344956,0.000339517
69,p232_074,11.2185359,2.2096875,0.008863579,0.000669508
47,p232_052,1.183486506,2.199,0.007219914,0.00549773
570,p257_181,10.74947476,2.1963125,0.004231116,0.000356047
618,p257_229,10.73117495,2.1916875,0.004936482,0.000417157
217,p232_231,10.798769,2.1906875,0.007618511,0.00063386
745,p257_356,15.659343,2.1871875,0.006013171,0.000163369
132,p232_139,15.98823428,2.1856875,0.005053644,0.000127286
805,p257_416,16.00951314,2.182375,0.001839448,4.61E-05
269,p232_285,10.51178575,2.181875,0.010174721,0.000904366
775,p257_386,5.444705486,2.179125,0.003889638,0.001110296
550,p257_161,10.64268112,2.1730625,0.003979193,0.000343184
280,p232_296,15.9966135,2.172,0.005855205,0.000147191
632,p257_243,1.24163188,2.172,0.004678779,0.003515356
643,p257_254,6.758671403,2.1701875,0.002590593,0.000546427
281,p232_297,10.99580169,2.1638125,0.007838355,0.000623225
154,p232_163,6.005992889,2.163375,0.006088833,0.001527337
444,p257_054,1.083540246,2.15925,0.002502261,0.001949748
271,p232_287,0.799503475,2.1556875,0.00191037,0.001589158
163,p232_174,0.935627446,2.1546875,0.009393514,0.007572955
172,p232_183,14.91983175,2.154,0.004430142,0.000142703
382,p232_403,11.71383858,2.1508125,0.004455481,0.000300269
539,p257_150,6.009536386,2.1505625,0.004489246,0.001125174
746,p257_357,10.9121871,2.146625,0.002535784,0.000205539
162,p232_173,5.926436186,2.145375,0.00356563,0.000910946
315,p232_332,0.626391172,2.1443125,0.005424303,0.004695749
205,p232_218,10.88914394,2.13825,0.008317282,0.000677746
230,p232_245,5.347496271,2.1376875,0.005987023,0.001747677
542,p257_153,10.96113205,2.1375,0.004308941,0.000345348
252,p232_268,15.9469378,2.1374375,0.004858328,0.000123536
173,p232_184,10.92909217,2.1343125,0.008439087,0.000681375
502,p257_112,11.00829482,2.1338125,0.002444481,0.000193802
296,p232_313,15.94467759,2.126125,0.007544448,0.000191937
419,p257_029,5.773017406,2.1250625,0.00208873,0.000552816
662,p257_273,10.83283663,2.1233125,0.001921159,0.000158591
306,p232_323,6.046794653,2.1223125,0.003366992,0.000836686
792,p257_403,1.037466004,2.122,0.003969374,0.003125902
467,p257_077,5.550069809,2.12,0.003608218,0.001005277
590,p257_201,9.880442023,2.117,0.002903936,0.000298499
499,p257_109,6.411499977,2.1146875,0.002731241,0.000624037
741,p257_352,16.06193781,2.114375,0.002477063,6.13E-05
494,p257_104,10.96749067,2.11425,0.00192789,0.000154288
627,p257_238,5.582728982,2.1140625,0.004246997,0.001174381
119,p232_126,0.897362158,2.1139375,0.005480364,0.004457314
388,p232_411,14.65675354,2.113125,0.004810383,0.000164628
726,p257_337,9.780406356,2.109625,0.00240793,0.000253281
530,p257_141,10.95912218,2.109125,0.003746353,0.000300398
641,p257_252,15.75494528,2.107875,0.003758777,9.99E-05
142,p232_150,5.870563984,2.1053125,0.003921174,0.001014751
370,p232_389,6.608598828,2.1044375,0.004831634,0.001054955
754,p257_365,10.55302501,2.0990625,0.005053167,0.000444899
757,p257_368,15.79418302,2.098375,0.00476081,0.00012539
159,p232_170,0.71956262,2.0926875,0.006978235,0.005912747
318,p232_335,5.849990845,2.0916875,0.004284503,0.001114041
33,p232_038,10.9457314,2.0905625,0.003689659,0.000296765
823,p257_434,0.294988435,2.083875,0.003788494,0.003539711
75,p232_080,-0.713661164,2.08,0.002638212,0.003109395
256,p232_272,15.93848705,2.0786875,0.008508371,0.000216769
433,p257_043,15.67878842,2.077375,0.0071708,0.00019395
752,p257_363,-0.015843898,2.076875,0.003401457,0.003413889
720,p257_331,0.977635384,2.0765,0.001642103,0.001311103
544,p257_155,0.76950863,2.074875,0.002431729,0.002036874
291,p232_308,0.489881337,2.0745625,0.010998258,0.009825073
559,p257_170,5.755306482,2.0735,0.00305702,0.000812396
210,p232_224,5.843921304,2.06925,0.002451767,0.000638391
451,p257_061,5.320549607,2.067875,0.002471408,0.000725921
80,p232_085,15.83147049,2.0673125,0.0090165,0.000235446
23,p232_028,0.210866109,2.065,0.00624575,0.00594974
454,p257_064,10.19447446,2.061875,0.003659606,0.000349935
488,p257_098,-0.745581537,2.06,0.002983564,0.003542367
148,p232_156,15.93597889,2.0568125,0.004553158,0.000116069
453,p257_063,15.63201189,2.0545,0.002675248,7.31E-05
794,p257_405,10.62175512,2.0526875,0.002493594,0.000216098
743,p257_354,4.926457703,2.0508125,0.003421812,0.001100551
652,p257_263,0.442117304,2.0496875,0.002532448,0.00228733
560,p257_171,0.887699574,2.0493125,0.004040996,0.003293961
535,p257_146,6.114279628,2.0489375,0.002889929,0.000707065
737,p257_348,15.95347762,2.0423125,0.001947333,4.94E-05
139,p232_146,0.845842585,2.04075,0.005922283,0.004874217
592,p257_203,0.827680975,2.039625,0.002585709,0.002137035
802,p257_413,10.9768033,2.035875,0.003282828,0.000262161
362,p232_381,5.846868157,2.0355,0.009966527,0.002593325
105,p232_110,10.95359206,2.0346875,0.005337588,0.000428535
714,p257_325,10.40911436,2.0335625,0.003992449,0.000363352
442,p257_052,10.72197914,2.03,0.005316876,0.000450255
610,p257_221,11.52538538,2.0295,0.003994727,0.000281157
241,p232_256,10.89649916,2.0246875,0.006157964,0.000500942
294,p232_311,5.66552043,2.02325,0.002980302,0.000808552
161,p232_172,10.86185694,2.0198125,0.006738114,0.000552526
160,p232_171,15.77412605,2.0141875,0.003469625,9.18E-05
191,p232_203,1.529680192,2.0131875,0.005022514,0.003531451
59,p232_064,0.877152085,2.01025,0.006323878,0.005167354
761,p257_372,15.97365975,2.01,0.004025089,0.000101721
167,p232_178,0.889910758,2.0085625,0.006568888,0.005351811
692,p257_303,0.8748696,2.0079375,0.003877081,0.003169699
36,p232_041,15.82897544,2.0074375,0.003710889,9.70E-05
493,p257_103,15.86408496,1.9989375,0.004105018,0.000106391
683,p257_294,5.824807882,1.9976875,0.002480942,0.000648837
731,p257_342,5.376428962,1.9975,0.001448535,0.000420036
628,p257_239,0.861635283,1.9970625,0.003869035,0.003172774
316,p232_333,15.55474401,1.9954375,0.005433911,0.00015123
312,p232_329,15.79823971,1.9905,0.008032452,0.000211361
350,p232_368,5.908230543,1.98775,0.004808754,0.0012337
67,p232_072,0.881401151,1.9874375,0.003507142,0.002862946
615,p257_226,5.755327344,1.9841875,0.002688386,0.000714429
128,p232_135,15.56938529,1.98375,0.005170984,0.000143428
110,p232_116,6.006746888,1.9833125,0.003686677,0.000924614
458,p257_068,9.96979475,1.982375,0.002617422,0.000263569
303,p232_320,0.790612623,1.9813125,0.005801777,0.00483615
465,p257_075,15.34039855,1.979125,0.005691873,0.000166424
82,p232_087,5.792144537,1.9781875,0.006580065,0.001733867
804,p257_415,0.664363727,1.9773125,0.003039892,0.002608686
348,p232_366,15.84924459,1.976625,0.005662836,0.000147268
120,p232_127,15.72984815,1.9740625,0.004956875,0.000132502
646,p257_257,10.68075538,1.9734375,0.002090469,0.000178718
526,p257_137,10.8769536,1.9689375,0.003412849,0.000278883
81,p232_086,10.72069287,1.9684375,0.004007596,0.00033948
87,p232_092,0.558392182,1.968,0.00781788,0.006874638
495,p257_105,5.894848704,1.96675,0.004921486,0.001266518
509,p257_119,16.25543475,1.966125,0.002938157,6.96E-05
661,p257_272,14.63265061,1.965875,0.004178086,0.000143785
322,p232_339,4.677954912,1.9653125,0.001378771,0.000469566
527,p257_138,5.73251009,1.963625,0.00420565,0.001123523
565,p257_176,15.32425046,1.963,0.002371024,6.96E-05
38,p232_043,5.838137269,1.9603125,0.005885395,0.001534482
710,p257_321,10.66359401,1.9553125,0.004678682,0.000401573
328,p232_346,15.87051153,1.9528125,0.004300307,0.000111288
604,p257_215,1.454483569,1.9528125,0.004062186,0.002906106
812,p257_423,0.344931744,1.95275,0.003379513,0.003121483
744,p257_355,1.290152371,1.952,0.005933105,0.004408256
179,p232_190,0.6541951,1.95175,0.004823506,0.004148999
471,p257_081,5.045412183,1.95,0.00392485,0.001228236
569,p257_180,15.43251514,1.95,0.005547781,0.000158806
96,p232_101,15.75446725,1.9461875,0.004758868,0.00012649
568,p257_179,0.001358801,1.9405,0.002049784,0.002049143
34,p232_039,4.420230091,1.94,0.00396621,0.001433352
343,p232_361,0.466993824,1.93525,0.002026569,0.001819961
671,p257_282,5.327278972,1.9329375,0.007008768,0.002055483
145,p232_153,10.77930808,1.9315,0.00901705,0.000753587
201,p232_214,10.68457603,1.93125,0.006202324,0.000529782
448,p257_058,0.42011071,1.928375,0.003562961,0.003234447
71,p232_076,0.81660822,1.926875,0.003099943,0.002568578
42,p232_047,5.698493123,1.9265,0.003634449,0.000978564
816,p257_427,1.022237986,1.9245625,0.004100224,0.003240289
600,p257_211,0.990359858,1.9239375,0.003158281,0.002514287
440,p257_050,0.304035731,1.9215,0.004156082,0.003875079
180,p232_191,15.59840798,1.9156875,0.003611421,9.95E-05
497,p257_107,15.8127296,1.914625,0.005806424,0.000152278
481,p257_091,15.79528928,1.9136875,0.002524033,6.65E-05
175,p232_186,0.234878268,1.9129375,0.005178921,0.004906271
228,p232_243,15.77425003,1.9116875,0.009477918,0.000250777
424,p257_034,0.789521113,1.9104375,0.002785614,0.00232257
515,p257_125,5.005535483,1.91,0.003577028,0.001129715
584,p257_195,0.500882603,1.9099375,0.005312192,0.004733534
68,p232_073,15.43104768,1.9083125,0.004750822,0.000136039
801,p257_412,15.28195262,1.9065625,0.002004696,5.94E-05
789,p257_400,15.64904451,1.9045625,0.004566793,0.000124368
733,p257_344,15.74829817,1.89875,0.005251015,0.00013977
363,p232_382,0.726321638,1.898125,0.004178143,0.003534689
35,p232_040,0.510416478,1.8975625,0.00216115,0.001921513
97,p232_102,10.74689984,1.894,0.005330028,0.000448786
694,p257_305,10.4355216,1.89275,0.003606196,0.00032621
676,p257_287,0.088853743,1.8923125,0.002592035,0.002539543
216,p232_230,15.864712,1.888875,0.007567544,0.000196103
480,p257_090,0.256100167,1.886,0.002482666,0.002340498
76,p232_081,15.73892832,1.8851875,0.009034082,0.000240986
751,p257_362,5.100930333,1.8845,0.003473358,0.00107314
798,p257_409,10.09384871,1.8818125,0.003257642,0.0003188
249,p232_265,10.83297849,1.881,0.004862306,0.00040137
771,p257_382,5.063757896,1.8805625,0.002776023,0.000865062
529,p257_140,15.50167441,1.88,0.002876791,8.10E-05
786,p257_397,10.37243366,1.87975,0.003218611,0.00029541
21,p232_025,10.63422799,1.8756875,0.005285372,0.000456723
150,p232_159,5.678116679,1.8755,0.001731704,0.000468449
215,p232_229,0.21054307,1.8749375,0.006600047,0.006287714
274,p232_290,4.758909941,1.8731875,0.005829222,0.001948586
333,p232_351,10.51426768,1.870125,0.005231324,0.000464713
144,p232_152,15.59895992,1.866,0.007825549,0.000215585
224,p232_239,15.60854673,1.861375,0.002150027,5.91E-05
125,p232_132,10.68912745,1.8530625,0.002515545,0.000214644
729,p257_340,15.58536291,1.8521875,0.004396796,0.000121507
537,p257_148,16.43712521,1.8509375,0.003352713,7.62E-05
353,p232_371,10.53552508,1.848875,0.002882196,0.000254783
376,p232_396,15.6545043,1.8471875,0.006737205,0.000183244
803,p257_414,6.448799968,1.8469375,0.003624546,0.000821058
609,p257_220,14.96844411,1.846625,0.001725679,5.50E-05
462,p257_072,10.71384788,1.8449375,0.002769569,0.000234978
265,p232_281,9.835928082,1.844375,0.006096276,0.000633099
371,p232_390,0.749577731,1.8426875,0.006697783,0.00563603
334,p232_352,5.663378835,1.841125,0.004695079,0.001274398
193,p232_205,10.59309602,1.8403125,0.004429815,0.000386435
432,p257_042,-0.695764497,1.839875,0.004611595,0.00541287
418,p257_028,11.33746266,1.8368125,0.005161362,0.000379331
705,p257_316,15.7809484,1.8355625,0.001957719,5.17E-05
663,p257_274,5.107572675,1.83125,0.002979987,0.0009193
349,p232_367,10.63634276,1.8273125,0.0064427,0.00055646
170,p232_181,5.762967467,1.8245625,0.004774532,0.001266584
372,p232_391,15.53486943,1.8220625,0.004131275,0.000115504
43,p232_048,-0.673739985,1.81975,0.004889343,0.005709848
598,p257_209,10.50034881,1.8186875,0.005821926,0.000518838
711,p257_322,5.115009546,1.8185,0.002925385,0.000900911
127,p232_134,0.480014384,1.8035625,0.003118414,0.002792109
51,p232_056,0.5894088,1.802625,0.006368028,0.005559863
267,p232_283,0.390258804,1.80125,0.00622368,0.005688809
289,p232_306,10.7838881,1.796375,0.003861918,0.000322414
434,p257_044,10.35981417,1.793875,0.003589825,0.000330439
426,p257_036,10.08256674,1.7859375,0.004328813,0.000424729
381,p232_402,5.660949945,1.78025,0.009148154,0.002484497
297,p232_314,10.60469508,1.7798125,0.007989841,0.000695134
136,p232_143,15.27767062,1.774,0.00456584,0.000135442
790,p257_401,10.26014328,1.774,0.002824929,0.000266068
528,p257_139,0.098155588,1.7641875,0.004763565,0.004657111
548,p257_159,0.476811938,1.7626875,0.005530524,0.004955472
365,p232_384,10.59055805,1.75975,0.007050509,0.00061541
423,p257_033,5.763620734,1.7594375,0.001301259,0.000345145
416,p257_026,0.551782772,1.7589375,0.002337318,0.002058446
656,p257_267,0.42262204,1.757875,0.003746347,0.003398958
308,p232_325,15.38544416,1.757125,0.004482093,0.000129699
100,p232_105,15.42754054,1.7566875,0.003096995,8.88E-05
457,p257_067,15.48096418,1.754125,0.005089341,0.000144067
616,p257_227,0.68483457,1.754,0.004111203,0.003511442
597,p257_208,15.61029315,1.7515625,0.002749018,7.55E-05
514,p257_124,10.25160193,1.750375,0.003980881,0.000375681
706,p257_317,10.80462217,1.7500625,0.003617905,0.000300604
242,p232_257,5.306617022,1.7491875,0.001888319,0.000556434
156,p232_165,15.47171593,1.749,0.003205087,9.09E-05
693,p257_304,15.86904526,1.742625,0.002115261,5.48E-05
72,p232_077,15.1293087,1.74225,0.004415891,0.000135546
0,p232_001,15.47366738,1.7413125,0.008204846,0.00023265
232,p232_247,15.2224791,1.7411875,0.00841933,0.000252947
391,p232_414,0.481544733,1.7395625,0.007557527,0.006764337
340,p232_358,15.52253008,1.739,0.006619146,0.000185588
129,p232_136,10.08757114,1.7381875,0.004131428,0.000404896
712,p257_323,1.280606836,1.738,0.003883788,0.002891977
715,p257_326,5.932300091,1.7366875,0.003454368,0.00088133
134,p232_141,5.448362231,1.7359375,0.008453753,0.002411089
658,p257_269,10.77790976,1.7345,0.004925249,0.000411753
45,p232_050,10.49806237,1.733375,0.004001169,0.000356764
554,p257_165,10.08892655,1.7328125,0.00276574,0.000270968
466,p257_076,10.65596223,1.7240625,0.005207325,0.000447732
785,p257_396,15.75719833,1.723875,0.004381864,0.000116396
227,p232_242,0.550494976,1.7231875,0.005169186,0.004553786
767,p257_378,4.703184366,1.72,0.002657442,0.000899799
701,p257_312,16.18763208,1.7154375,0.00842631,0.00020271
431,p257_041,7.20282495,1.7115625,0.003421301,0.000651491
464,p257_074,0.586524867,1.7108125,0.003847424,0.00336138
698,p257_309,9.301407337,1.7104375,0.002657258,0.000312099
680,p257_291,-1.338824481,1.7,0.003571272,0.004860774
503,p257_113,5.739467144,1.69925,0.003261048,0.000869782
602,p257_213,9.573428035,1.6984375,0.001569132,0.000173108
286,p232_302,5.320389867,1.6976875,0.005367405,0.001576614
684,p257_295,0.574886128,1.697625,0.002787578,0.002441959
283,p232_299,0.327817574,1.694375,0.005003904,0.004640099
336,p232_354,15.4379952,1.685375,0.007145915,0.000204295
777,p257_388,16.03880286,1.6835625,0.002905551,7.23E-05
438,p257_048,10.97770929,1.6825,0.003127046,0.000249668
103,p232_108,0.457124971,1.6815625,0.006829486,0.006147174
91,p232_096,0.848944336,1.678,0.007634363,0.006278825
272,p232_288,15.44519663,1.677875,0.006949411,0.000198348
576,p257_187,0.363371745,1.6746875,0.002287996,0.002104351
364,p232_383,15.44297695,1.674625,0.004266478,0.000121835
211,p232_225,0.514449701,1.67275,0.004836304,0.004296043
704,p257_315,0.525579825,1.6681875,0.004620511,0.004093851
695,p257_306,6.823340058,1.66625,0.002696831,0.000560428
689,p257_300,15.59624076,1.6656875,0.003702587,0.000102066
586,p257_197,10.43106318,1.6645,0.004144774,0.000375314
78,p232_083,5.419508219,1.661375,0.006670701,0.001915229
214,p232_228,5.386126041,1.6609375,0.006731305,0.001947541
806,p257_417,10.38074493,1.66075,0.004601634,0.000421539
483,p257_093,4.62308228,1.651125,0.002325732,0.000802142
309,p232_326,10.44674516,1.6506875,0.006152275,0.000555087
106,p232_112,5.39691925,1.6440625,0.005909984,0.001705668
48,p232_053,15.46715379,1.644,0.006545582,0.00018588
742,p257_353,10.4972434,1.641125,0.005686413,0.000507124
450,p257_060,10.38716197,1.64,0.003385773,0.0003097
760,p257_371,0.41823741,1.639375,0.005704516,0.005180778
299,p232_316,0.316840149,1.6316875,0.00471277,0.004381191
581,p257_192,14.31443453,1.6256875,0.003213635,0.000119002
435,p257_045,4.726800919,1.625,0.001022015,0.000344173
504,p257_114,0.925880671,1.6243125,0.003933026,0.003177889
814,p257_425,4.792343974,1.6238125,0.003285701,0.001089918
617,p257_228,15.84237456,1.62275,0.002656966,6.92E-05
130,p232_137,5.256600976,1.6191875,0.006201665,0.001848622
572,p257_183,0.180621669,1.6146875,0.00680519,0.00652797
630,p257_241,10.41145325,1.612,0.005454858,0.000496179
809,p257_420,15.14561653,1.61125,0.003866623,0.000118242
352,p232_370,15.3300786,1.6110625,0.007144135,0.000209383
118,p232_125,5.332496762,1.608,0.006085746,0.001782642
638,p257_249,10.37909269,1.602875,0.00299928,0.000274858
282,p232_298,5.144497156,1.6003125,0.003520509,0.001076851
95,p232_100,0.252398029,1.6,0.004411889,0.004162793
219,p232_234,-0.00515618,1.597375,0.007051788,0.007060166
153,p232_162,10.19692183,1.5961875,0.010073272,0.000962672
500,p257_110,2.037090212,1.5954375,0.007153636,0.004475255
716,p257_327,0.313584916,1.592125,0.001805911,0.001680111
593,p257_204,15.08172035,1.5891875,0.002899679,9.00E-05
133,p232_140,10.18316865,1.5865,0.006671993,0.000639645
810,p257_421,10.28333426,1.5855625,0.006673585,0.00062521
195,p232_207,0.250931829,1.5853125,0.005765071,0.00544141
724,p257_335,0.517954007,1.58225,0.006750546,0.00599161
327,p232_344,0.275260098,1.5815625,0.002719655,0.002552629
787,p257_398,5.384840369,1.580125,0.004217892,0.001220707
476,p257_086,1.411376446,1.5746875,0.002812721,0.002032306
718,p257_329,10.32655239,1.574,0.003150129,0.000292195
131,p232_138,0.359532647,1.5735,0.003222884,0.002966822
541,p257_152,15.5751586,1.5698125,0.004331498,0.000119984
221,p232_236,10.00845075,1.567875,0.007030162,0.000701649
699,p257_310,5.18648088,1.56675,0.002046852,0.000620066
86,p232_091,5.278173685,1.5625625,0.006254899,0.001855252
77,p232_082,10.2852118,1.559375,0.00617899,0.000578624
436,p257_046,2.28420198,1.541375,0.003249533,0.00192044
298,p232_315,5.106421709,1.538875,0.007282003,0.002247029
204,p232_217,15.13666391,1.538625,0.005548841,0.000170034
779,p257_390,5.994441509,1.53725,0.003633067,0.000913754
284,p232_300,15.23745179,1.53175,0.006338508,0.000189776
198,p232_210,5.197640657,1.52875,0.004634478,0.00140035
50,p232_055,5.267907977,1.52575,0.009718587,0.002889431
60,p232_065,15.20557046,1.5235,0.006605728,0.000199234
226,p232_241,5.135457516,1.519625,0.003769876,0.00115553
521,p257_131,15.19945621,1.5006875,0.006525275,0.000197085
117,p232_124,10.06566644,1.4909375,0.009029235,0.000889374
385,p232_407,0.28353963,1.4880625,0.006285325,0.005888081
512,p257_122,0.184394903,1.4776875,0.003046022,0.0029194
46,p232_051,5.14197886,1.47625,0.005445556,0.00166665
341,p232_359,9.945186973,1.4725625,0.007391562,0.000748544
29,p232_034,10.1312232,1.4720625,0.004892127,0.000474652
446,p257_056,10.12150288,1.4705625,0.006629164,0.000644627
490,p257_100,10.11927962,1.464625,0.00657109,0.000639307
114,p232_120,4.948163927,1.463125,0.004909451,0.001571146
427,p257_037,5.493286252,1.455125,0.004933741,0.001392669
288,p232_305,15.97895145,1.4545625,0.006608926,0.000166815
293,p232_310,10.0090313,1.4520625,0.005665656,0.000565389
717,p257_328,15.22206903,1.4516875,0.005302459,0.00015932
674,p257_285,10.01775742,1.450875,0.004736831,0.00047175
750,p257_361,9.893531203,1.44925,0.00249486,0.000255678
28,p232_033,14.94275331,1.4479375,0.00736552,0.000236009
648,p257_259,-0.010977865,1.4426875,0.006244374,0.006260178
323,p232_340,-0.169156939,1.441125,0.009045793,0.009405077
197,p232_209,9.963294864,1.436875,0.007937602,0.000800497
547,p257_158,4.953733683,1.43575,0.005578024,0.001782818
776,p257_387,-0.687202588,1.43375,0.004183167,0.004900332
41,p232_046,9.92393434,1.4159375,0.003894384,0.000396319
670,p257_281,9.990003109,1.414,0.005239041,0.000525111
762,p257_373,10.53924918,1.4131875,0.005940526,0.000524687
510,p257_120,10.05516529,1.4125,0.005812688,0.000573932
653,p257_264,14.56824422,1.4096875,0.004638039,0.000161998
199,p232_211,-0.506911837,1.4064375,0.004749141,0.005337111
79,p232_084,-0.309128221,1.390625,0.00529806,0.005688918
818,p257_429,9.995284677,1.3905625,0.005881066,0.000588745
39,p232_044,-0.171173811,1.3833125,0.007870629,0.008187039
176,p232_187,14.93173242,1.374625,0.007469192,0.000239939
107,p232_113,-0.218065102,1.367625,0.00449797,0.004729585
196,p232_208,14.63627458,1.349125,0.008862204,0.000304729
54,p232_059,4.686243534,1.3204375,0.002829904,0.000961939
421,p257_031,15.15059948,1.31375,0.004230075,0.000129208
40,p232_045,14.37125087,1.2375625,0.005409196,0.0001977
